Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Agent_7_Max,Agent_7_Max_Unclipped,Agent_7_Sum,Agent_7_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness
374,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_374.txt,0.0,-5.0,0.0,-238.0,0.0,-3.0,0.0,-357.0,0.0,-8.0,0.0,-326.0,0.0,0.0,0.0,-108.0,0.0,-12.0,0.0,-269.0,0.0,-3.0,0.0,-239.0,0.0,-4.0,0.0,-244.0,0.0,0.0,0.0,-1781.0,True
375,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_375.txt,58.0,58.0,139.0,-4.0,72.0,72.0,97.0,55.0,1.0,1.0,1.0,-249.0,0.0,-35.0,0.0,-349.0,8.0,8.0,8.0,-277.0,18.0,18.0,18.0,-360.0,0.0,-40.0,0.0,-406.0,72.0,72.0,263.0,-1590.0,False
376,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_376.txt,95.0,95.0,196.0,-39.0,16.0,16.0,24.0,-344.0,169.0,169.0,331.0,214.0,96.0,96.0,184.0,-2.0,59.0,59.0,59.0,-435.0,0.0,-54.0,0.0,-690.0,8.0,8.0,8.0,-395.0,169.0,169.0,802.0,-1691.0,False
377,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_377.txt,26.0,26.0,35.0,15.0,59.0,59.0,59.0,-279.0,0.0,-2.0,0.0,-276.0,55.0,55.0,70.0,-56.0,25.0,25.0,25.0,-199.0,15.0,15.0,15.0,-277.0,0.0,-19.0,0.0,-321.0,59.0,59.0,204.0,-1393.0,False
378,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_378.txt,98.0,98.0,138.0,44.0,33.0,33.0,33.0,-313.0,84.0,84.0,113.0,14.0,58.0,58.0,58.0,-392.0,0.0,-12.0,0.0,-499.0,20.0,20.0,20.0,-426.0,43.0,43.0,43.0,-410.0,98.0,98.0,405.0,-1982.0,False
379,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_379.txt,48.0,48.0,48.0,-131.0,16.0,16.0,16.0,-214.0,0.0,-14.0,0.0,-239.0,13.0,13.0,13.0,-356.0,23.0,23.0,29.0,-110.0,0.0,-7.0,0.0,-241.0,0.0,-11.0,0.0,-183.0,48.0,48.0,106.0,-1474.0,False
380,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_380.txt,79.0,79.0,79.0,-558.0,163.0,163.0,350.0,264.0,0.0,-88.0,0.0,-826.0,53.0,53.0,53.0,-402.0,101.0,101.0,101.0,-86.0,46.0,46.0,46.0,-499.0,67.0,67.0,67.0,-413.0,163.0,163.0,696.0,-2520.0,False
381,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_381.txt,56.0,56.0,122.0,34.0,1.0,1.0,1.0,-264.0,0.0,-17.0,0.0,-413.0,15.0,15.0,15.0,-142.0,0.0,-20.0,0.0,-489.0,0.0,-5.0,0.0,-362.0,0.0,-10.0,0.0,-344.0,56.0,56.0,138.0,-1980.0,False
382,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_382.txt,63.0,63.0,205.0,78.0,155.0,155.0,473.0,408.0,80.0,80.0,121.0,-280.0,72.0,72.0,139.0,-274.0,0.0,0.0,0.0,-646.0,0.0,0.0,0.0,-646.0,95.0,95.0,181.0,56.0,155.0,155.0,1119.0,-1304.0,False
383,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_383.txt,45.0,45.0,82.0,-447.0,128.0,128.0,279.0,-3.0,96.0,96.0,173.0,-143.0,0.0,0.0,0.0,-797.0,88.0,88.0,187.0,-45.0,0.0,0.0,0.0,-797.0,103.0,103.0,156.0,-204.0,128.0,128.0,877.0,-2436.0,False
384,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_384.txt,39.0,39.0,85.0,-28.0,19.0,19.0,19.0,-267.0,95.0,95.0,179.0,155.0,82.0,82.0,82.0,-72.0,0.0,-88.0,0.0,-606.0,72.0,72.0,72.0,-159.0,52.0,52.0,68.0,-86.0,95.0,95.0,505.0,-1063.0,False
385,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_385.txt,82.0,82.0,82.0,-403.0,89.0,89.0,89.0,-317.0,81.0,81.0,82.0,-159.0,139.0,139.0,373.0,351.0,34.0,34.0,34.0,-505.0,37.0,37.0,37.0,-445.0,0.0,-84.0,0.0,-774.0,139.0,139.0,697.0,-2252.0,False
386,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_386.txt,0.0,-47.0,0.0,-433.0,74.0,74.0,151.0,14.0,0.0,-13.0,0.0,-407.0,0.0,-24.0,0.0,-470.0,59.0,59.0,85.0,-132.0,0.0,-39.0,0.0,-454.0,0.0,-27.0,0.0,-520.0,74.0,74.0,236.0,-2402.0,False
387,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_387.txt,0.0,-76.0,0.0,-815.0,62.0,62.0,62.0,-508.0,73.0,73.0,145.0,-94.0,139.0,139.0,562.0,562.0,98.0,98.0,106.0,-299.0,58.0,58.0,58.0,-486.0,58.0,58.0,75.0,-401.0,139.0,139.0,1008.0,-2041.0,False
388,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_388.txt,113.0,113.0,216.0,189.0,38.0,38.0,49.0,-158.0,50.0,50.0,50.0,-230.0,5.0,5.0,5.0,-240.0,33.0,33.0,33.0,-227.0,52.0,52.0,54.0,-201.0,77.0,77.0,129.0,64.0,113.0,113.0,536.0,-803.0,False
389,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_389.txt,17.0,17.0,17.0,-227.0,71.0,71.0,71.0,-164.0,72.0,72.0,72.0,-363.0,56.0,56.0,56.0,-370.0,0.0,-11.0,0.0,-377.0,0.0,-15.0,0.0,-237.0,71.0,71.0,135.0,121.0,72.0,72.0,351.0,-1617.0,False
390,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_390.txt,0.0,-5.0,0.0,-335.0,0.0,-21.0,0.0,-392.0,2.0,2.0,2.0,-298.0,0.0,-13.0,0.0,-361.0,18.0,18.0,18.0,-180.0,0.0,-22.0,0.0,-431.0,0.0,-3.0,0.0,-209.0,18.0,18.0,20.0,-2206.0,False
391,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_391.txt,12.0,12.0,12.0,-372.0,94.0,94.0,94.0,-89.0,48.0,48.0,48.0,-486.0,33.0,33.0,33.0,-306.0,0.0,-58.0,0.0,-693.0,92.0,92.0,186.0,69.0,39.0,39.0,39.0,-349.0,94.0,94.0,412.0,-2226.0,False
392,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_392.txt,18.0,18.0,20.0,-251.0,30.0,30.0,39.0,-163.0,74.0,74.0,91.0,-206.0,0.0,0.0,0.0,-519.0,0.0,0.0,0.0,-519.0,54.0,54.0,67.0,-181.0,74.0,74.0,159.0,34.0,74.0,74.0,376.0,-1805.0,False
393,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_393.txt,0.0,-36.0,0.0,-398.0,9.0,9.0,14.0,-217.0,0.0,-25.0,0.0,-468.0,0.0,0.0,0.0,-416.0,0.0,-17.0,0.0,-380.0,0.0,-14.0,0.0,-314.0,38.0,38.0,57.0,-115.0,38.0,38.0,71.0,-2308.0,False
394,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_394.txt,41.0,41.0,41.0,-195.0,57.0,57.0,59.0,-76.0,82.0,82.0,103.0,-95.0,11.0,11.0,11.0,-314.0,0.0,-37.0,0.0,-376.0,46.0,46.0,46.0,-141.0,126.0,126.0,150.0,114.0,126.0,126.0,410.0,-1083.0,False
395,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_395.txt,54.0,54.0,103.0,11.0,0.0,-1.0,0.0,-239.0,15.0,15.0,51.0,-103.0,0.0,-33.0,0.0,-363.0,9.0,9.0,9.0,-202.0,26.0,26.0,26.0,-86.0,68.0,68.0,165.0,73.0,68.0,68.0,354.0,-909.0,False
396,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_396.txt,93.0,93.0,194.0,81.0,4.0,4.0,4.0,-440.0,95.0,95.0,95.0,-140.0,79.0,79.0,79.0,-325.0,77.0,77.0,77.0,-325.0,0.0,-19.0,0.0,-418.0,0.0,-8.0,0.0,-376.0,95.0,95.0,449.0,-1943.0,False
397,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_397.txt,8.0,8.0,12.0,-188.0,7.0,7.0,7.0,-364.0,0.0,-20.0,0.0,-428.0,0.0,-9.0,0.0,-349.0,0.0,-9.0,0.0,-327.0,0.0,-1.0,0.0,-262.0,156.0,156.0,531.0,531.0,156.0,156.0,550.0,-1387.0,False
398,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_398.txt,54.0,54.0,66.0,-145.0,70.0,70.0,156.0,126.0,60.0,60.0,64.0,-245.0,64.0,64.0,64.0,-387.0,55.0,55.0,55.0,-145.0,0.0,-5.0,0.0,-337.0,92.0,92.0,104.0,78.0,92.0,92.0,509.0,-1055.0,False
399,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_399.txt,23.0,23.0,23.0,-339.0,22.0,22.0,22.0,-221.0,0.0,-3.0,0.0,-337.0,5.0,5.0,5.0,-134.0,0.0,-17.0,0.0,-254.0,0.0,-10.0,0.0,-313.0,100.0,100.0,333.0,314.0,100.0,100.0,383.0,-1284.0,False
400,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_400.txt,48.0,48.0,75.0,-22.0,0.0,-36.0,0.0,-449.0,45.0,45.0,82.0,-9.0,0.0,-8.0,0.0,-325.0,4.0,4.0,4.0,-253.0,0.0,-1.0,0.0,-254.0,0.0,-31.0,0.0,-388.0,48.0,48.0,161.0,-1700.0,False
401,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_401.txt,6.0,6.0,6.0,-353.0,46.0,46.0,77.0,21.0,7.0,7.0,7.0,-356.0,97.0,97.0,156.0,40.0,0.0,-39.0,0.0,-440.0,0.0,-18.0,0.0,-440.0,0.0,-7.0,0.0,-465.0,97.0,97.0,246.0,-1993.0,False
402,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_402.txt,20.0,20.0,20.0,-100.0,24.0,24.0,24.0,-227.0,36.0,36.0,39.0,-169.0,34.0,34.0,34.0,-210.0,15.0,15.0,15.0,-210.0,18.0,18.0,18.0,-113.0,37.0,37.0,70.0,-80.0,37.0,37.0,220.0,-1109.0,False
403,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_403.txt,74.0,74.0,146.0,59.0,56.0,56.0,156.0,-59.0,94.0,94.0,172.0,35.0,6.0,6.0,9.0,-396.0,24.0,24.0,24.0,-317.0,26.0,26.0,26.0,-363.0,0.0,-59.0,0.0,-696.0,94.0,94.0,533.0,-1737.0,False
404,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_404.txt,47.0,47.0,80.0,39.0,0.0,-9.0,0.0,-416.0,0.0,-2.0,0.0,-357.0,20.0,20.0,20.0,-191.0,8.0,8.0,8.0,-325.0,0.0,-35.0,0.0,-463.0,0.0,-36.0,0.0,-421.0,47.0,47.0,108.0,-2134.0,False
405,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_405.txt,114.0,114.0,338.0,214.0,111.0,111.0,227.0,106.0,24.0,24.0,41.0,-283.0,69.0,69.0,125.0,-81.0,45.0,45.0,45.0,-377.0,48.0,48.0,56.0,-256.0,19.0,19.0,19.0,-345.0,114.0,114.0,851.0,-1022.0,False
406,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_406.txt,47.0,47.0,96.0,-50.0,0.0,-15.0,0.0,-448.0,0.0,-20.0,0.0,-344.0,0.0,-44.0,0.0,-436.0,10.0,10.0,10.0,-280.0,42.0,42.0,42.0,-125.0,0.0,-30.0,0.0,-469.0,47.0,47.0,148.0,-2152.0,False
407,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_407.txt,0.0,-3.0,0.0,-251.0,0.0,-1.0,0.0,-286.0,0.0,-35.0,0.0,-414.0,0.0,-28.0,0.0,-463.0,16.0,16.0,39.0,-56.0,5.0,5.0,5.0,-394.0,54.0,54.0,90.0,-78.0,54.0,54.0,134.0,-1942.0,False
408,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_408.txt,104.0,104.0,333.0,279.0,77.0,77.0,160.0,69.0,46.0,46.0,69.0,-261.0,67.0,67.0,67.0,-338.0,83.0,83.0,84.0,-181.0,87.0,87.0,104.0,-256.0,14.0,14.0,14.0,-323.0,104.0,104.0,831.0,-1011.0,False
409,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_409.txt,36.0,36.0,61.0,-213.0,16.0,16.0,17.0,-357.0,0.0,-2.0,0.0,-367.0,10.0,10.0,10.0,-315.0,69.0,69.0,139.0,-4.0,0.0,-24.0,0.0,-480.0,0.0,-8.0,0.0,-478.0,69.0,69.0,227.0,-2214.0,False
410,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_410.txt,134.0,134.0,258.0,200.0,0.0,-84.0,0.0,-686.0,26.0,26.0,26.0,-414.0,54.0,54.0,54.0,-216.0,28.0,28.0,28.0,-367.0,67.0,67.0,67.0,-303.0,61.0,61.0,209.0,105.0,134.0,134.0,642.0,-1681.0,False
411,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_411.txt,88.0,88.0,249.0,-46.0,90.0,90.0,191.0,-223.0,143.0,143.0,270.0,48.0,85.0,85.0,135.0,-152.0,61.0,61.0,103.0,-487.0,0.0,0.0,0.0,-733.0,0.0,0.0,0.0,-733.0,143.0,143.0,948.0,-2326.0,False
412,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_412.txt,126.0,126.0,156.0,-88.0,37.0,37.0,37.0,-497.0,156.0,156.0,401.0,325.0,55.0,55.0,55.0,-444.0,26.0,26.0,26.0,-471.0,0.0,-80.0,0.0,-790.0,61.0,61.0,61.0,-343.0,156.0,156.0,736.0,-2308.0,False
413,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_413.txt,102.0,102.0,317.0,317.0,60.0,60.0,169.0,-53.0,82.0,82.0,174.0,42.0,32.0,32.0,32.0,-304.0,32.0,32.0,32.0,-313.0,58.0,58.0,58.0,-225.0,14.0,14.0,14.0,-357.0,102.0,102.0,796.0,-893.0,False
414,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_414.txt,64.0,64.0,64.0,-250.0,1.0,1.0,2.0,-171.0,35.0,35.0,43.0,-234.0,50.0,50.0,50.0,-167.0,0.0,0.0,0.0,-243.0,0.0,-24.0,0.0,-332.0,107.0,107.0,344.0,344.0,107.0,107.0,503.0,-1053.0,False
415,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_415.txt,76.0,76.0,212.0,95.0,0.0,-6.0,0.0,-304.0,6.0,6.0,6.0,-276.0,17.0,17.0,17.0,-303.0,30.0,30.0,50.0,-98.0,4.0,4.0,4.0,-363.0,0.0,-12.0,0.0,-378.0,76.0,76.0,289.0,-1627.0,False
416,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_416.txt,21.0,21.0,25.0,-563.0,91.0,91.0,167.0,-24.0,85.0,85.0,122.0,-305.0,94.0,94.0,285.0,33.0,0.0,0.0,0.0,-766.0,0.0,0.0,0.0,-766.0,175.0,175.0,379.0,283.0,175.0,175.0,978.0,-2108.0,False
417,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_417.txt,9.0,9.0,13.0,-318.0,12.0,12.0,14.0,-233.0,0.0,-29.0,0.0,-402.0,0.0,-2.0,0.0,-181.0,15.0,15.0,17.0,-50.0,11.0,11.0,11.0,-404.0,0.0,-9.0,0.0,-356.0,15.0,15.0,55.0,-1944.0,False
418,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_418.txt,0.0,-2.0,0.0,-441.0,95.0,95.0,214.0,158.0,0.0,-9.0,0.0,-441.0,0.0,-7.0,0.0,-397.0,0.0,-8.0,0.0,-438.0,84.0,84.0,117.0,-62.0,0.0,-6.0,0.0,-473.0,95.0,95.0,331.0,-2094.0,False
419,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_419.txt,74.0,74.0,105.0,-98.0,2.0,2.0,2.0,-376.0,0.0,-14.0,0.0,-282.0,45.0,45.0,45.0,-363.0,3.0,3.0,3.0,-305.0,0.0,-22.0,0.0,-437.0,0.0,-10.0,0.0,-271.0,74.0,74.0,155.0,-2132.0,False
420,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_420.txt,142.0,142.0,428.0,351.0,0.0,0.0,0.0,-708.0,0.0,0.0,0.0,-708.0,39.0,39.0,43.0,-467.0,78.0,78.0,98.0,-369.0,145.0,145.0,498.0,350.0,64.0,64.0,113.0,-356.0,145.0,145.0,1180.0,-1907.0,False
421,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_421.txt,26.0,26.0,26.0,-386.0,48.0,48.0,111.0,-13.0,0.0,-5.0,0.0,-332.0,55.0,55.0,98.0,-53.0,0.0,-24.0,0.0,-329.0,0.0,-22.0,0.0,-429.0,0.0,-14.0,0.0,-360.0,55.0,55.0,235.0,-1902.0,False
422,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_422.txt,152.0,152.0,397.0,397.0,64.0,64.0,92.0,-231.0,27.0,27.0,44.0,-288.0,29.0,29.0,29.0,-340.0,40.0,40.0,66.0,-408.0,14.0,14.0,14.0,-401.0,38.0,38.0,38.0,-358.0,152.0,152.0,680.0,-1629.0,False
423,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_423.txt,0.0,-38.0,0.0,-319.0,8.0,8.0,8.0,-101.0,11.0,11.0,11.0,-217.0,0.0,-19.0,0.0,-326.0,0.0,-6.0,0.0,-295.0,0.0,-45.0,0.0,-373.0,28.0,28.0,96.0,55.0,28.0,28.0,115.0,-1576.0,False
424,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_424.txt,46.0,46.0,69.0,-125.0,36.0,36.0,36.0,-302.0,15.0,15.0,15.0,-465.0,92.0,92.0,92.0,-150.0,0.0,-8.0,0.0,-417.0,58.0,58.0,58.0,-326.0,82.0,82.0,94.0,-47.0,92.0,92.0,364.0,-1832.0,False
425,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_425.txt,89.0,89.0,103.0,-40.0,0.0,-9.0,0.0,-343.0,70.0,70.0,122.0,-25.0,0.0,-39.0,0.0,-440.0,0.0,-39.0,0.0,-467.0,0.0,-17.0,0.0,-377.0,6.0,6.0,6.0,-318.0,89.0,89.0,231.0,-2010.0,False
426,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_426.txt,126.0,126.0,158.0,-20.0,21.0,21.0,21.0,-481.0,0.0,-59.0,0.0,-719.0,98.0,98.0,201.0,146.0,71.0,71.0,105.0,-277.0,44.0,44.0,44.0,-463.0,45.0,45.0,45.0,-384.0,126.0,126.0,574.0,-2198.0,False
427,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_427.txt,0.0,-11.0,0.0,-490.0,11.0,11.0,11.0,-289.0,0.0,-35.0,0.0,-485.0,57.0,57.0,91.0,-35.0,0.0,-2.0,0.0,-455.0,0.0,-4.0,0.0,-364.0,49.0,49.0,52.0,-38.0,57.0,57.0,154.0,-2156.0,False
428,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_428.txt,0.0,0.0,0.0,-652.0,84.0,84.0,175.0,-113.0,0.0,0.0,0.0,-652.0,119.0,119.0,299.0,157.0,27.0,27.0,37.0,-409.0,124.0,124.0,392.0,242.0,50.0,50.0,55.0,-472.0,124.0,124.0,958.0,-1899.0,False
429,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_429.txt,76.0,76.0,159.0,12.0,117.0,117.0,196.0,62.0,10.0,10.0,10.0,-340.0,2.0,2.0,2.0,-327.0,0.0,-9.0,0.0,-476.0,40.0,40.0,40.0,-424.0,13.0,13.0,13.0,-465.0,117.0,117.0,420.0,-1958.0,False
430,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_430.txt,0.0,-10.0,0.0,-332.0,38.0,38.0,51.0,-203.0,0.0,-15.0,0.0,-271.0,0.0,-13.0,0.0,-300.0,0.0,-1.0,0.0,-330.0,0.0,-9.0,0.0,-336.0,43.0,43.0,93.0,12.0,43.0,43.0,144.0,-1760.0,False
431,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_431.txt,59.0,59.0,107.0,-383.0,29.0,29.0,68.0,-374.0,147.0,147.0,370.0,237.0,47.0,47.0,65.0,-403.0,134.0,134.0,267.0,59.0,131.0,131.0,328.0,120.0,0.0,-8.0,0.0,-664.0,147.0,147.0,1205.0,-1408.0,False
432,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_432.txt,0.0,0.0,0.0,-599.0,122.0,122.0,327.0,30.0,75.0,75.0,193.0,-219.0,82.0,82.0,127.0,-310.0,0.0,0.0,0.0,-599.0,108.0,108.0,375.0,152.0,121.0,121.0,296.0,240.0,122.0,122.0,1318.0,-1305.0,False
433,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_433.txt,30.0,30.0,30.0,-435.0,0.0,-63.0,0.0,-755.0,106.0,106.0,309.0,204.0,149.0,149.0,200.0,-105.0,5.0,5.0,5.0,-477.0,10.0,10.0,10.0,-555.0,61.0,61.0,152.0,-28.0,149.0,149.0,706.0,-2151.0,False
434,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_434.txt,9.0,9.0,9.0,-378.0,90.0,90.0,176.0,-10.0,0.0,-3.0,0.0,-405.0,0.0,-11.0,0.0,-397.0,0.0,-25.0,0.0,-448.0,51.0,51.0,85.0,-177.0,0.0,-29.0,0.0,-369.0,90.0,90.0,270.0,-2184.0,False
435,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_435.txt,83.0,83.0,138.0,1.0,0.0,-9.0,0.0,-418.0,0.0,-23.0,0.0,-491.0,0.0,-9.0,0.0,-350.0,0.0,-6.0,0.0,-355.0,1.0,1.0,1.0,-307.0,56.0,56.0,77.0,-57.0,83.0,83.0,216.0,-1977.0,False
436,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_436.txt,128.0,128.0,270.0,79.0,78.0,78.0,104.0,-137.0,85.0,85.0,85.0,-348.0,44.0,44.0,69.0,-111.0,36.0,36.0,68.0,-211.0,86.0,86.0,97.0,-261.0,0.0,-15.0,0.0,-408.0,128.0,128.0,693.0,-1397.0,False
437,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_437.txt,5.0,5.0,5.0,-441.0,24.0,24.0,28.0,-256.0,3.0,3.0,3.0,-300.0,0.0,-23.0,0.0,-423.0,13.0,13.0,13.0,-185.0,0.0,-2.0,0.0,-355.0,96.0,96.0,206.0,159.0,96.0,96.0,255.0,-1801.0,False
438,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_438.txt,0.0,-11.0,0.0,-248.0,25.0,25.0,25.0,-271.0,0.0,-8.0,0.0,-424.0,0.0,-40.0,0.0,-435.0,47.0,47.0,105.0,-72.0,17.0,17.0,17.0,-171.0,18.0,18.0,18.0,-254.0,47.0,47.0,165.0,-1875.0,False
439,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_439.txt,164.0,164.0,269.0,136.0,154.0,154.0,287.0,234.0,77.0,77.0,168.0,-43.0,87.0,87.0,98.0,-271.0,113.0,113.0,264.0,219.0,27.0,27.0,33.0,-231.0,0.0,-9.0,0.0,-545.0,164.0,164.0,1119.0,-501.0,False
440,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_440.txt,156.0,156.0,335.0,204.0,59.0,59.0,91.0,-64.0,21.0,21.0,28.0,-371.0,29.0,29.0,56.0,-252.0,21.0,21.0,21.0,-353.0,0.0,-8.0,0.0,-374.0,0.0,-1.0,0.0,-364.0,156.0,156.0,531.0,-1574.0,False
441,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_441.txt,0.0,-10.0,0.0,-382.0,57.0,57.0,180.0,71.0,0.0,-40.0,0.0,-479.0,33.0,33.0,54.0,-5.0,0.0,-3.0,0.0,-277.0,0.0,-33.0,0.0,-405.0,0.0,-19.0,0.0,-445.0,57.0,57.0,234.0,-1922.0,False
442,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_442.txt,11.0,11.0,11.0,-458.0,128.0,128.0,366.0,317.0,19.0,19.0,19.0,-463.0,83.0,83.0,85.0,-348.0,65.0,65.0,152.0,-39.0,0.0,-61.0,0.0,-753.0,31.0,31.0,31.0,-486.0,128.0,128.0,664.0,-2230.0,False
443,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_443.txt,13.0,13.0,18.0,-99.0,13.0,13.0,13.0,-239.0,2.0,2.0,2.0,-288.0,0.0,-3.0,0.0,-349.0,0.0,-7.0,0.0,-298.0,42.0,42.0,76.0,-10.0,0.0,-25.0,0.0,-346.0,42.0,42.0,109.0,-1629.0,False
444,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_444.txt,130.0,130.0,234.0,76.0,31.0,31.0,46.0,-246.0,28.0,28.0,28.0,-342.0,105.0,105.0,229.0,194.0,15.0,15.0,15.0,-286.0,4.0,4.0,4.0,-324.0,0.0,-13.0,0.0,-411.0,130.0,130.0,556.0,-1339.0,False
445,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_445.txt,6.0,6.0,6.0,-196.0,0.0,-5.0,0.0,-255.0,38.0,38.0,38.0,-222.0,58.0,58.0,76.0,-147.0,35.0,35.0,35.0,-234.0,0.0,-2.0,0.0,-227.0,146.0,146.0,365.0,338.0,146.0,146.0,520.0,-943.0,False
446,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_446.txt,30.0,30.0,85.0,-97.0,0.0,-16.0,0.0,-511.0,0.0,-11.0,0.0,-448.0,0.0,-5.0,0.0,-361.0,0.0,0.0,0.0,-394.0,74.0,74.0,257.0,218.0,0.0,-41.0,0.0,-459.0,74.0,74.0,342.0,-2052.0,False
447,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_447.txt,71.0,71.0,130.0,6.0,35.0,35.0,41.0,-227.0,53.0,53.0,126.0,22.0,19.0,19.0,19.0,-253.0,58.0,58.0,70.0,-97.0,14.0,14.0,14.0,-361.0,0.0,-53.0,0.0,-608.0,71.0,71.0,400.0,-1518.0,False
448,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_448.txt,23.0,23.0,40.0,-157.0,0.0,-40.0,0.0,-503.0,0.0,-1.0,0.0,-382.0,0.0,-34.0,0.0,-465.0,56.0,56.0,109.0,-53.0,0.0,-22.0,0.0,-493.0,0.0,-25.0,0.0,-378.0,56.0,56.0,149.0,-2431.0,False
